id_binyan,t_sug_mivne,ms_komot,gova_simplex_2019,max_height,min_height,shem_mivne,t_amudim,id_binyan_orig,UniqueId,year
6308,אנטנה,1.0,16.52,28.69,12.17,,לא,187887,513-6308,2002.0
6316,מבנה רגיל,1.0,13.82,30.89,17.07,,לא,187689,513-6316,1948.0
6317,מבנה רגיל,1.0,15.52,34.7,19.18,,לא,187702,513-6317,1950.0
6318,מבנה ארעי,1.0,3.95,28.07,24.12,,לא,187830,513-6318,
6319,מבנה ארעי,1.0,3.85,28.3,24.45,,לא,187831,513-6319,
6351,מבנה ארעי,1.0,4.29,29.77,25.48,,לא,187832,513-6351,
6352,מבנה רגיל,1.0,9.64,34.24,24.6,,לא,187713,513-6352,1948.0
6353,מבנה רגיל,1.0,12.85,36.55,23.7,,לא,187714,513-6353,
6360,מבנה רגיל,1.0,6.89,31.56,24.67,,לא,187712,513-6360,
6364,מבנה רגיל,2.0,6.43,27.42,20.99,,לא,187705,513-6364,1953.0
6365,מבנה רגיל,4.0,14.5,31.19,16.69,,לא,187883,513-6365,1948.0
6366,מבנה רגיל,1.0,4.23,21.56,17.33,,לא,187884,513-6366,1961.0
6751,מבנה רגיל,4.0,18.88,24.74,5.86,,לא,188461,513-6751,1935.0
6812,מבנה רגיל,3.0,14.64,20.4,5.76,,לא,189031,513-6812,0.0
7308,מבנה רגיל,4.0,16.92,23.15,6.23,,לא,188619,513-7308,1960.0
7327,מבנה רגיל,2.0,19.37,25.14,5.77,,לא,188608,513-7327,1935.0
7511,מבנה רגיל,3.0,16.19,44.54,28.35,<Null>,לא,189065,513-7511,1999.0
7513,מבנה רגיל,1.0,8.5,36.93,28.43,,לא,189066,513-7513,1951.0
7514,מבנה רגיל,1.0,7.02,35.7,28.68,,לא,108019,513-7514,
7515,מבנה ארעי,1.0,5.82,33.53,27.71,,לא,189067,513-7515,0.0
7520,מבנה רגיל,0.0,4.14,13.77,9.63,,לא ידוע,52330,513-7520,
7532,מבנה רגיל,0.0,6.02,13.44,7.42,,לא ידוע,52483,513-7532,
7548,מבנה רגיל,3.0,12.11,34.11,22.0,,לא ידוע,184365,513-7548,1949.0
7565,מבנה רגיל,0.0,3.47,22.21,18.74,,לא ידוע,180981,513-7565,
7567,מבנה רגיל,1.0,7.83,26.07,18.24,,לא ידוע,181026,513-7567,
7568,מבנה רגיל,0.0,4.26,22.54,18.28,,לא ידוע,181021,513-7568,
7569,מבנה רגיל,1.0,7.39,25.39,18.0,,לא ידוע,180572,513-7569,1950.0
7570,מבנה רגיל,0.0,5.31,23.16,17.85,,לא ידוע,181033,513-7570,
7571,מבנה רגיל,1.0,10.14,27.83,17.69,,לא ידוע,181032,513-7571,1974.0
7573,מבנה רגיל,3.0,12.54,30.39,17.85,,לא ידוע,180584,513-7573,0.0
7574,מבנה רגיל,2.0,14.23,32.28,18.05,,לא ידוע,180587,513-7574,1952.0
7575,מבנה רגיל,0.0,11.49,29.83,18.34,,לא ידוע,180586,513-7575,
7576,מבנה ציבור,1.0,6.98,24.81,17.83,,לא ידוע,108451,513-7576,1954.0
7577,מבנה רגיל,2.0,7.6,26.08,18.48,,לא ידוע,180589,513-7577,
7578,מבנה רגיל,0.0,3.28,20.71,17.43,,לא ידוע,181058,513-7578,
7579,תחנת אוטובוס,0.0,2.71,19.79,17.08,,לא ידוע,181057,513-7579,
7580,מבנה ארעי,0.0,18.03,35.76,17.73,,לא ידוע,181056,513-7580,
7581,מבנה רגיל,1.0,3.58,23.88,20.3,,לא ידוע,181092,513-7581,
7582,מבנה רגיל,1.0,2.14,22.61,20.47,,לא ידוע,181091,513-7582,
7583,מבנה ארעי,0.0,3.45,21.53,18.08,,לא ידוע,181089,513-7583,
7584,מבנה רגיל,2.0,10.78,28.6,17.82,,לא ידוע,180591,513-7584,
7585,מבנה רגיל,1.0,3.59,22.18,18.59,,לא ידוע,180594,513-7585,
7586,מבנה רגיל,1.0,8.5,26.78,18.28,,לא ידוע,180598,513-7586,
7588,מבנה רגיל,1.0,9.14,27.84,18.7,,לא ידוע,180595,513-7588,
7589,מבנה ארעי,0.0,5.27,26.25,20.98,,לא ידוע,180863,513-7589,1951.0
7590,מבנה רגיל,1.0,5.83,25.04,19.21,,לא ידוע,180604,513-7590,1951.0
7591,מבנה רגיל,3.0,12.11,31.59,19.48,,לא ידוע,108440,513-7591,1954.0
7592,מבנה רגיל,0.0,5.13,24.51,19.38,,לא ידוע,180867,513-7592,
7593,מבנה ארעי,0.0,2.06,23.8,21.74,,לא ידוע,180866,513-7593,
7594,מבנה רגיל,2.0,8.87,28.06,19.19,,לא ידוע,180602,513-7594,1954.0
7595,מבנה רגיל,2.0,9.45,28.4,18.95,,לא ידוע,180603,513-7595,1952.0
7596,מבנה רגיל,1.0,6.53,25.14,18.61,,לא ידוע,106995,513-7596,1952.0
7597,מבנה רגיל,0.0,5.02,23.65,18.63,,לא ידוע,180997,513-7597,
7598,מבנה רגיל,0.0,0.11,18.77,18.66,,לא ידוע,180995,513-7598,
7599,מבנה רגיל,1.0,5.58,24.69,19.11,,לא ידוע,106997,513-7599,1951.0
7600,מבנה רגיל,2.0,6.28,28.39,22.11,,לא ידוע,108499,513-7600,1953.0
7601,מבנה רגיל,1.0,4.69,24.77,20.08,,לא ידוע,180960,513-7601,
7602,מבנה רגיל,1.0,5.97,24.8,18.83,,לא ידוע,180961,513-7602,
7603,מבנה רגיל,2.0,5.41,26.36,20.95,,לא ידוע,180959,513-7603,1949.0
7604,מבנה רגיל,1.0,3.43,25.87,22.44,,לא ידוע,108498,513-7604,1955.0
7605,מבנה רגיל,0.0,3.64,25.63,21.99,,לא ידוע,180957,513-7605,
7606,מבנה רגיל,1.0,5.9,25.62,19.72,,לא ידוע,108503,513-7606,1948.0
7607,מבנה רגיל,0.0,5.44,27.2,21.76,,לא ידוע,180951,513-7607,
7608,מבנה ציבור,1.0,8.13,27.04,18.91,,לא ידוע,107016,513-7608,1940.0
7609,מבנה רגיל,0.0,7.4,26.92,19.52,,לא ידוע,180627,513-7609,
7610,מבנה ציבור,1.0,6.4,25.29,18.89,,לא ידוע,180962,513-7610,1953.0
7611,מבנה רגיל,0.0,3.39,25.63,22.24,,לא ידוע,180958,513-7611,
7612,מבנה רגיל,0.0,1.98,21.74,19.76,,לא ידוע,180956,513-7612,
7613,מבנה רגיל,0.0,7.76,28.59,20.83,,לא ידוע,180630,513-7613,
7614,מבנה רגיל,2.0,9.58,28.47,18.89,,לא ידוע,180601,513-7614,1948.0
7615,מבנה רגיל,0.0,6.43,28.19,21.76,,לא ידוע,181064,513-7615,1949.0
7616,מבנה רגיל,1.0,4.84,24.77,19.93,,לא ידוע,181063,513-7616,
7617,מבנה רגיל,2.0,10.62,29.73,19.11,,לא ידוע,181065,513-7617,
7618,מבנה רגיל,0.0,8.21,26.93,18.72,,לא ידוע,181041,513-7618,1949.0
7619,מבנה ארעי,0.0,8.05,26.77,18.72,,לא ידוע,181038,513-7619,
7620,מבנה רגיל,2.0,9.57,28.51,18.94,,לא ידוע,181039,513-7620,1949.0
7621,מבנה רגיל,1.0,9.26,28.39,19.13,,לא ידוע,107020,513-7621,1950.0
7622,מבנה רגיל,1.0,10.24,29.69,19.45,,לא ידוע,107584,513-7622,1947.0
7623,מבנה רגיל,2.0,11.17,30.76,19.59,,לא ידוע,107586,513-7623,1947.0
7624,מבנה רגיל,1.0,5.9,26.31,20.41,,לא ידוע,180923,513-7624,1951.0
7625,מבנה רגיל,1.0,6.69,28.01,21.32,,לא ידוע,180921,513-7625,
7626,מבנה רגיל,2.0,5.75,29.3,23.55,,לא ידוע,180922,513-7626,0.0
7627,מבנה רגיל,2.0,10.92,32.4,21.48,,לא ידוע,107608,513-7627,1960.0
7629,מבנה ארעי,0.0,8.19,32.22,24.03,,לא ידוע,180925,513-7629,1946.0
7630,מבנה רגיל,0.0,9.59,34.69,25.1,,לא ידוע,180924,513-7630,1949.0
7631,מבנה רגיל,3.0,12.67,34.7,22.03,,לא ידוע,180642,513-7631,1948.0
7632,מבנה רגיל,0.0,0.83,24.58,23.75,,לא ידוע,180810,513-7632,
7633,מבנה רגיל,0.0,4.54,27.43,22.89,,לא ידוע,54652,513-7633,
7634,מבנה רגיל,2.0,8.41,31.01,22.6,,לא ידוע,107956,513-7634,1951.0
7635,מבנה רגיל,0.0,4.57,27.73,23.16,,לא ידוע,180762,513-7635,
7636,מבנה ארעי,0.0,4.05,27.07,23.02,,לא ידוע,180763,513-7636,
7637,מבנה רגיל,2.0,8.26,29.34,21.08,,לא ידוע,109184,513-7637,1951.0
7638,מבנה רגיל,0.0,2.93,23.64,20.71,,לא ידוע,180814,513-7638,
7639,מבנה רגיל,0.0,2.78,24.41,21.63,,לא ידוע,180813,513-7639,
7640,מבנה רגיל,0.0,6.46,27.51,21.05,,לא ידוע,180818,513-7640,
7641,מבנה רגיל,0.0,5.35,27.73,22.38,,לא ידוע,180817,513-7641,
7642,מבנה רגיל,2.0,8.39,29.07,20.68,,לא ידוע,180821,513-7642,1951.0
7643,מבנה רגיל,2.0,3.94,24.0,20.06,,לא ידוע,60657,513-7643,0.0
7644,מבנה רגיל,0.0,6.45,26.57,20.12,,לא ידוע,180835,513-7644,
7645,מבנה רגיל,0.0,0.23,20.4,20.17,,לא ידוע,52679,513-7645,
7646,מבנה רגיל,2.0,8.42,28.85,20.43,,לא ידוע,109180,513-7646,1951.0
7647,מבנה רגיל,0.0,2.17,22.98,20.81,,לא ידוע,54653,513-7647,
7648,מבנה רגיל,0.0,3.07,23.41,20.34,,לא ידוע,180824,513-7648,
7649,מבנה רגיל,0.0,3.74,24.15,20.41,,לא ידוע,180823,513-7649,
7650,מבנה ארעי,0.0,4.66,25.21,20.55,,לא ידוע,180825,513-7650,
7651,מבנה רגיל,2.0,8.33,28.69,20.36,,לא ידוע,109178,513-7651,1951.0
7652,מבנה רגיל,0.0,6.59,27.19,20.6,,לא ידוע,180834,513-7652,
7653,מבנה ארעי,0.0,0.67,23.31,22.64,,לא ידוע,180833,513-7653,
7654,מבנה ארעי,0.0,2.42,22.93,20.51,,לא ידוע,180832,513-7654,
7655,מבנה רגיל,0.0,0.09,20.43,20.34,,לא ידוע,180822,513-7655,
7656,מבנה רגיל,0.0,4.0,24.38,20.38,,לא ידוע,180829,513-7656,
7657,מבנה ארעי,0.0,6.61,27.0,20.39,,לא ידוע,180828,513-7657,
7658,מבנה רגיל,2.0,8.54,31.68,23.14,,לא ידוע,107958,513-7658,1951.0
7659,מבנה רגיל,0.0,3.78,26.65,22.87,,לא ידוע,54658,513-7659,
7660,מבנה רגיל,2.0,8.29,28.38,20.09,,לא ידוע,109176,513-7660,1951.0
7661,מבנה רגיל,2.0,11.14,31.1,19.96,,לא ידוע,109174,513-7661,1951.0
7662,מבנה ציבור,1.0,5.6,24.87,19.27,,לא ידוע,105352,513-7662,1958.0
7663,מבנה רגיל,0.0,11.44,30.99,19.55,,לא ידוע,57588,513-7663,
7664,מבנה רגיל,0.0,8.25,28.48,20.23,,לא ידוע,180846,513-7664,
7665,מבנה רגיל,2.0,8.54,28.79,20.25,,לא ידוע,109175,513-7665,1951.0
7666,מבנה רגיל,0.0,2.91,23.22,20.31,,לא ידוע,180792,513-7666,
7667,מבנה רגיל,0.0,2.51,23.26,20.75,,לא ידוע,180791,513-7667,
7668,מבנה רגיל,0.0,6.55,30.29,23.74,,לא ידוע,180617,513-7668,
7669,מבנה רגיל,2.0,8.38,32.19,23.81,,לא ידוע,180616,513-7669,1951.0
7670,מבנה רגיל,0.0,6.4,30.22,23.82,,לא ידוע,180658,513-7670,
7671,מבנה רגיל,0.0,3.91,28.79,24.88,,לא ידוע,180655,513-7671,
7672,מבנה רגיל,1.0,6.15,25.75,19.6,,לא ידוע,109206,513-7672,1953.0
7673,מבנה רגיל,2.0,8.29,30.78,22.49,,לא ידוע,109237,513-7673,1951.0
7674,מבנה רגיל,0.0,2.29,26.19,23.9,,לא ידוע,180672,513-7674,
7675,מבנה רגיל,0.0,6.08,30.22,24.14,,לא ידוע,180657,513-7675,
7676,מבנה רגיל,2.0,8.51,32.99,24.48,,לא ידוע,180614,513-7676,
7677,מבנה רגיל,3.0,11.39,35.67,24.28,,לא ידוע,180615,513-7677,1951.0
7678,מבנה רגיל,2.0,8.4,30.49,22.09,,לא ידוע,109253,513-7678,1951.0
7680,מבנה רגיל,0.0,6.27,26.94,20.67,,לא ידוע,180729,513-7680,
7681,מבנה רגיל,0.0,3.79,27.43,23.64,,לא ידוע,180728,513-7681,
7682,מבנה רגיל,1.0,2.94,25.38,22.44,,לא ידוע,180621,513-7682,
7683,מבנה רגיל,1.0,4.91,25.37,20.46,,לא ידוע,180620,513-7683,1950.0
7684,מבנה רגיל,0.0,10.54,30.67,20.13,,לא ידוע,180619,513-7684,1950.0
7685,מבנה רגיל,0.0,16.18,39.45,23.27,,לא ידוע,180891,513-7685,1974.0
7686,מבנה רגיל,3.0,12.95,36.91,23.96,,לא ידוע,180889,513-7686,1974.0
7687,מבנה רגיל,3.0,15.55,39.37,23.82,,לא ידוע,180890,513-7687,1974.0
7688,מבנה רגיל,2.0,8.64,30.75,22.11,,לא ידוע,108521,513-7688,1951.0
7689,מבנה רגיל,1.0,5.76,24.45,18.69,,לא ידוע,180582,513-7689,1950.0
7690,מבנה רגיל,1.0,4.5,23.18,18.68,,לא ידוע,107011,513-7690,1949.0
7691,מבנה ציבור,1.0,10.01,35.26,25.25,,לא ידוע,107621,513-7691,1980.0
7692,מבנה ארעי,0.0,3.05,27.14,24.09,,לא ידוע,54711,513-7692,
7693,מבנה ארעי,0.0,5.98,30.03,24.05,,לא ידוע,180888,513-7693,
7694,מבנה רגיל,0.0,10.99,29.33,18.34,,לא ידוע,148364,513-7694,
7695,מבנה רגיל,3.0,12.15,30.25,18.1,,לא ידוע,180585,513-7695,1952.0
7696,מבנה ארעי,3.0,5.37,23.48,18.11,,לא ידוע,181054,513-7696,
7697,מבנה רגיל,1.0,5.62,24.7,19.08,,לא ידוע,180635,513-7697,0.0
7698,מבנה ארעי,0.0,2.71,24.2,21.49,,לא ידוע,181061,513-7698,
7699,מבנה רגיל,0.0,1.97,22.78,20.81,,לא ידוע,181060,513-7699,
7700,מבנה רגיל,1.0,6.69,25.32,18.63,,לא ידוע,180600,513-7700,1949.0
7701,מבנה רגיל,1.0,6.85,25.32,18.47,,לא ידוע,180599,513-7701,1991.0
7702,מבנה רגיל,1.0,6.5,27.06,20.56,,לא ידוע,60642,513-7702,1900.0
7703,מבנה רגיל,0.0,4.09,21.99,17.9,,לא ידוע,181088,513-7703,
7704,מבנה רגיל,1.0,5.17,23.14,17.97,,לא ידוע,181087,513-7704,1948.0
7705,מבנה רגיל,0.0,5.0,22.95,17.95,,לא ידוע,181086,513-7705,
7706,מבנה רגיל,0.0,1.97,20.5,18.53,,לא ידוע,181082,513-7706,
7707,מבנה רגיל,2.0,8.45,26.4,17.95,,לא ידוע,108459,513-7707,1952.0
7708,מבנה רגיל,3.0,11.81,29.67,17.86,,לא ידוע,131269,513-7708,1957.0
7709,מבנה רגיל,1.0,7.0,30.23,23.23,,לא ידוע,180902,513-7709,
7710,מבנה רגיל,0.0,1.19,22.2,21.01,,לא ידוע,180807,513-7710,
7711,מבנה רגיל,2.0,8.46,28.44,19.98,,לא ידוע,61022,513-7711,1947.0
7712,מבנה רגיל,2.0,8.62,30.68,22.06,,לא ידוע,109255,513-7712,1951.0
7713,מבנה רגיל,0.0,2.25,24.38,22.13,,לא ידוע,180671,513-7713,
7714,מבנה רגיל,2.0,12.74,32.32,19.58,,לא ידוע,54863,513-7714,1951.0
7715,מבנה רגיל,1.0,6.7,27.14,20.44,,לא ידוע,180622,513-7715,1949.0
7716,מבנה רגיל,0.0,4.39,25.15,20.76,,לא ידוע,180901,513-7716,
7717,מבנה רגיל,1.0,5.82,24.87,19.05,,לא ידוע,108426,513-7717,1956.0
7718,מבנה רגיל,0.0,9.13,28.47,19.34,,לא ידוע,180919,513-7718,
7719,מבנה רגיל,1.0,5.33,23.84,18.51,,לא ידוע,107002,513-7719,1948.0
7720,מבנה ארעי,0.0,3.44,22.56,19.12,,לא ידוע,180917,513-7720,
7721,מבנה רגיל,0.0,4.09,22.92,18.83,,לא ידוע,180916,513-7721,
7722,מבנה רגיל,2.0,5.39,25.43,20.04,,לא ידוע,60267,513-7722,0.0
7723,מבנה רגיל,2.0,8.03,29.69,21.66,,לא ידוע,131072,513-7723,1951.0
7724,מבנה ארעי,0.0,1.41,24.64,23.23,,לא ידוע,180784,513-7724,
7725,מבנה ארעי,0.0,2.15,23.38,21.23,,לא ידוע,180782,513-7725,
7726,מבנה רגיל,0.0,2.83,27.27,24.44,,לא ידוע,180738,513-7726,
7727,מבנה רגיל,0.0,5.82,27.42,21.6,,לא ידוע,180737,513-7727,
7728,מבנה רגיל,0.0,5.94,27.55,21.61,,לא ידוע,180736,513-7728,
7729,מבנה רגיל,0.0,5.26,28.54,23.28,,לא ידוע,180735,513-7729,
7730,מבנה רגיל,0.0,6.01,27.91,21.9,,לא ידוע,180611,513-7730,
7731,מבנה רגיל,0.0,2.68,26.2,23.52,,לא ידוע,180800,513-7731,
7732,מבנה רגיל,0.0,4.62,26.55,21.93,,לא ידוע,180799,513-7732,
7733,מבנה ארעי,0.0,5.37,25.28,19.91,,לא ידוע,180798,513-7733,
7734,מבנה רגיל,0.0,7.07,27.2,20.13,,לא ידוע,180610,513-7734,
7735,מבנה רגיל,2.0,8.3,28.37,20.07,,לא ידוע,180609,513-7735,1951.0
7736,מבנה רגיל,0.0,6.18,28.93,22.75,,לא ידוע,180802,513-7736,
7737,מבנה רגיל,0.0,3.65,25.56,21.91,,לא ידוע,180801,513-7737,
7738,מבנה רגיל,0.0,7.65,27.95,20.3,,לא ידוע,180608,513-7738,
7740,מבנה רגיל,0.0,3.29,23.45,20.16,,לא ידוע,180803,513-7740,
7741,מבנה רגיל,0.0,3.29,26.42,23.13,,לא ידוע,180804,513-7741,
7742,מבנה רגיל,2.0,13.95,35.36,21.41,,לא ידוע,109252,513-7742,1951.0
7743,מבנה רגיל,0.0,14.74,38.43,23.69,,לא ידוע,180679,513-7743,
7744,מבנה ארעי,0.0,13.78,37.88,24.1,,לא ידוע,180678,513-7744,
7745,מבנה רגיל,0.0,8.97,31.54,22.57,,לא ידוע,109256,513-7745,1951.0
7746,מבנה רגיל,0.0,6.06,29.35,23.29,,לא ידוע,180693,513-7746,
7747,מבנה רגיל,0.0,6.9,29.95,23.05,,לא ידוע,180691,513-7747,
7748,מבנה רגיל,3.0,11.66,30.55,18.89,,לא ידוע,108431,513-7748,1950.0
7749,מבנה ארעי,0.0,10.17,29.33,19.16,,לא ידוע,180868,513-7749,
7750,מבנה רגיל,2.0,13.09,31.6,18.51,,לא ידוע,180605,513-7750,1951.0
7751,מבנה רגיל,2.0,8.82,29.46,20.64,,לא ידוע,109229,513-7751,1979.0
7752,מבנה ציבור,0.0,13.99,35.12,21.13,,לא ידוע,52484,513-7752,
7753,מבנה רגיל,0.0,7.42,28.01,20.59,,לא ידוע,180686,513-7753,
7754,מבנה ארעי,0.0,6.03,27.8,21.77,,לא ידוע,180862,513-7754,
7755,מבנה רגיל,1.0,2.67,24.8,22.13,,לא ידוע,180861,513-7755,0.0
7756,מבנה רגיל,2.0,13.5,32.45,18.95,,לא ידוע,180607,513-7756,1949.0
7757,מבנה רגיל,1.0,5.41,25.66,20.25,,לא ידוע,148443,513-7757,1939.0
7758,מבנה ארעי,0.0,0.84,23.89,23.05,,לא ידוע,180856,513-7758,
7759,מבנה ציבור,0.0,9.49,32.07,22.58,,לא ידוע,148445,513-7759,
7760,מבנה ארעי,0.0,12.7,34.09,21.39,,לא ידוע,180723,513-7760,
7761,מבנה רגיל,1.0,6.44,24.36,17.92,,לא ידוע,108549,513-7761,1954.0
7762,מבנה רגיל,0.0,5.39,23.39,18.0,,לא ידוע,181104,513-7762,
7763,מבנה ארעי,0.0,3.27,21.19,17.92,,לא ידוע,181103,513-7763,
7764,מבנה ארעי,0.0,4.47,23.39,18.92,,לא ידוע,181102,513-7764,
7765,מבנה ארעי,0.0,2.18,20.64,18.46,,לא ידוע,181101,513-7765,
7766,מבנה רגיל,2.0,9.72,27.38,17.66,,לא ידוע,78808,513-7766,1951.0
7767,מבנה רגיל,2.0,9.64,29.45,19.81,,לא ידוע,108400,513-7767,1952.0
7768,מבנה רגיל,2.0,8.65,34.8,26.15,,לא ידוע,108533,513-7768,1951.0
7769,מבנה רגיל,0.0,2.55,31.19,28.64,,לא ידוע,180870,513-7769,
7770,מבנה רגיל,0.0,4.8,31.13,26.33,,לא ידוע,180644,513-7770,
7771,מבנה רגיל,0.0,3.22,32.79,29.57,,לא ידוע,180869,513-7771,
7772,מבנה רגיל,0.0,4.64,23.36,18.72,,לא ידוע,180982,513-7772,
7773,מבנה רגיל,2.0,8.73,30.34,21.61,,לא ידוע,108519,513-7773,1951.0
7774,מבנה ארעי,0.0,6.26,24.09,17.83,,לא ידוע,181105,513-7774,
7775,מבנה רגיל,1.0,7.93,25.61,17.68,,לא ידוע,180577,513-7775,1954.0
7776,מבנה רגיל,2.0,9.58,26.94,17.36,,לא ידוע,180576,513-7776,0.0
7777,מבנה רגיל,2.0,10.87,29.05,18.18,,לא ידוע,108390,513-7777,1951.0
7778,מבנה רגיל,0.0,1.19,22.61,21.42,,לא ידוע,108410,513-7778,
7779,מבנה רגיל,0.0,4.45,22.95,18.5,,לא ידוע,108479,513-7779,1947.0
7780,מבנה רגיל,0.0,5.92,24.57,18.65,,לא ידוע,52520,513-7780,
7781,מבנה ארעי,0.0,3.05,21.45,18.4,,לא ידוע,181048,513-7781,
7782,מבנה רגיל,2.0,9.17,27.48,18.31,,לא ידוע,108482,513-7782,1957.0
7783,מבנה רגיל,0.0,6.7,25.31,18.61,,לא ידוע,181049,513-7783,
7784,מבנה ארעי,0.0,3.55,25.76,22.21,,לא ידוע,181043,513-7784,
7785,מבנה רגיל,0.0,5.43,26.29,20.86,,לא ידוע,52347,513-7785,
7786,מבנה רגיל,0.0,3.93,24.68,20.75,,לא ידוע,52340,513-7786,
7787,מבנה רגיל,0.0,8.82,29.5,20.68,,לא ידוע,180947,513-7787,
7788,מבנה רגיל,2.0,6.83,29.85,23.02,,לא ידוע,180935,513-7788,1950.0
7790,מבנה רגיל,0.0,11.75,29.72,17.97,,לא ידוע,139968,513-7790,1985.0
7791,מבנה רגיל,0.0,4.21,24.62,20.41,,לא ידוע,181046,513-7791,
7792,מבנה רגיל,1.0,4.77,28.56,23.79,,לא ידוע,180933,513-7792,1948.0
7793,מבנה רגיל,0.0,3.3,26.62,23.32,,לא ידוע,180931,513-7793,
7794,מבנה רגיל,2.0,9.3,30.58,21.28,,לא ידוע,180934,513-7794,1948.0
7795,מבנה ארעי,0.0,6.6,27.83,21.23,,לא ידוע,180932,513-7795,
7796,מבנה רגיל,1.0,4.63,22.85,18.22,,לא ידוע,108475,513-7796,1953.0
7797,מבנה רגיל,0.0,1.59,22.07,20.48,,לא ידוע,181047,513-7797,
7798,מבנה רגיל,1.0,5.95,24.11,18.16,,לא ידוע,108472,513-7798,1950.0
7799,מבנה רגיל,2.0,11.66,29.77,18.11,,לא ידוע,181044,513-7799,
7800,מבנה רגיל,1.0,8.33,28.25,19.92,,לא ידוע,107590,513-7800,1954.0
7801,מבנה רגיל,0.0,9.34,29.95,20.61,,לא ידוע,52617,513-7801,
7802,מבנה רגיל,0.0,1.77,23.67,21.9,,לא ידוע,180954,513-7802,
7803,מבנה רגיל,0.0,4.7,26.48,21.78,,לא ידוע,180629,513-7803,
7804,מבנה רגיל,0.0,8.94,28.57,19.63,,לא ידוע,180628,513-7804,
7805,מבנה רגיל,2.0,7.34,29.92,22.58,,לא ידוע,107594,513-7805,1947.0
7806,מבנה רגיל,0.0,3.85,24.23,20.38,,לא ידוע,180944,513-7806,
7807,מבנה רגיל,0.0,7.65,30.5,22.85,,לא ידוע,180943,513-7807,
7808,מבנה רגיל,1.0,4.43,25.24,20.81,,לא ידוע,180639,513-7808,1990.0
7809,מבנה רגיל,0.0,5.05,23.78,18.73,,לא ידוע,108484,513-7809,1954.0
7810,מבנה רגיל,1.0,6.17,24.89,18.72,,לא ידוע,107575,513-7810,1947.0
7811,מבנה רגיל,0.0,6.28,26.3,20.02,,לא ידוע,181073,513-7811,
7812,מבנה ארעי,0.0,3.69,24.92,21.23,,לא ידוע,181072,513-7812,
7813,מבנה רגיל,1.0,4.7,24.18,19.48,,לא ידוע,108468,513-7813,1955.0
7814,מבנה רגיל,0.0,2.45,23.6,21.15,,לא ידוע,50900,513-7814,
7815,מבנה ארעי,0.0,4.18,22.2,18.02,,לא ידוע,181083,513-7815,
7816,מבנה רגיל,1.0,5.66,23.57,17.91,,לא ידוע,131036,513-7816,1948.0
7817,מבנה רגיל,2.0,9.24,28.14,18.9,,לא ידוע,181040,513-7817,1950.0
7818,מבנה רגיל,0.0,1.31,26.35,25.04,,לא ידוע,180643,513-7818,
7819,מבנה רגיל,0.0,7.97,33.04,25.07,,לא ידוע,180926,513-7819,
7820,מבנה רגיל,1.0,7.97,25.94,17.97,,לא ידוע,107542,513-7820,1948.0
7821,מבנה רגיל,0.0,3.35,21.37,18.02,,לא ידוע,54729,513-7821,
7822,מבנה רגיל,1.0,6.73,32.39,25.66,,לא ידוע,107623,513-7822,1940.0
7823,מבנה רגיל,0.0,4.06,30.11,26.05,,לא ידוע,180884,513-7823,
7824,מבנה ארעי,0.0,3.98,32.82,28.84,,לא ידוע,180883,513-7824,
7825,מבנה רגיל,0.0,0.99,30.05,29.06,,לא ידוע,180882,513-7825,
7826,מבנה רגיל,0.0,1.33,30.38,29.05,,לא ידוע,180881,513-7826,
7827,מבנה רגיל,0.0,1.03,30.38,29.35,,לא ידוע,180880,513-7827,
7828,מבנה רגיל,2.0,12.2,30.37,18.17,,לא ידוע,180597,513-7828,1948.0
7829,מבנה רגיל,4.0,12.87,30.77,17.9,,לא ידוע,181085,513-7829,1949.0
7830,מבנה רגיל,1.0,10.56,33.38,22.82,,לא ידוע,144951,513-7830,0.0
7831,מבנה רגיל,1.0,5.16,23.83,18.67,,לא ידוע,180606,513-7831,1949.0
7832,מבנה רגיל,1.0,5.97,24.68,18.71,,לא ידוע,106998,513-7832,1954.0
7833,מבנה רגיל,2.0,8.08,27.17,19.09,,לא ידוע,181003,513-7833,1950.0
7834,מבנה רגיל,2.0,15.44,35.9,20.46,,לא ידוע,180970,513-7834,1950.0
7835,מבנה רגיל,0.0,16.08,35.54,19.46,,לא ידוע,180969,513-7835,
7836,מבנה רגיל,2.0,5.35,31.33,25.98,,לא ידוע,106985,513-7836,1950.0
7837,מבנה רגיל,0.0,9.72,30.94,21.22,,לא ידוע,180849,513-7837,
7838,מבנה רגיל,3.0,10.6,33.48,22.88,,לא ידוע,106987,513-7838,1949.0
7839,מבנה רגיל,0.0,8.81,27.8,18.99,,לא ידוע,57613,513-7839,
7840,מבנה רגיל,1.0,7.27,26.25,18.98,,לא ידוע,106984,513-7840,1949.0
7841,מבנה רגיל,1.0,6.86,25.19,18.33,,לא ידוע,148369,513-7841,1958.0
7842,מבנה רגיל,0.0,7.07,25.17,18.1,,לא ידוע,108558,513-7842,1956.0
7843,מבנה רגיל,0.0,4.31,25.01,20.7,,לא ידוע,180992,513-7843,
7844,מבנה רגיל,0.0,4.0,25.21,21.21,,לא ידוע,180991,513-7844,
7845,מבנה ארעי,0.0,1.53,23.2,21.67,,לא ידוע,180989,513-7845,
7846,מבנה רגיל,1.0,5.77,23.96,18.19,,לא ידוע,180570,513-7846,1949.0
7847,מבנה רגיל,0.0,4.02,24.17,20.15,,לא ידוע,180569,513-7847,
